Game,Platform,Score,Genre
Contra 4,Nintendo DS,8,Action
Napoleon Dynamite: The Game,Nintendo DS,7,Action
SimCity Societies ,PC,5.8,Simulation
Smarty Pants,Wii,7,Trivia
Assassin's Creed,Xbox 360,7.7,Action
BlackSite: Area 51,Xbox 360,6.4,Shooter
Kane &amp; Lynch: Dead Men,Xbox 360,7,Action
Showtime Championship Boxing,Nintendo DS,3.5,Sports
Viva Pi&ntilde;ata,PC,8.2,Virtual Pet
Tomb Raider Anniversary,Wii,7,Adventure
Rayman Raving Rabbids 2,Wii,6.3,Party
Assassin's Creed,PlayStation 3,7.5,Action
Ben 10: Protector of Earth,Nintendo DS,7.8,Action
Resident Evil: The Umbrella Chronicles,Wii,7.9,Shooter
Neves,Nintendo DS,7.5,Puzzle
Power Golf,Wii,3,Sports
Kane &amp; Lynch: Dead Men,PlayStation 3,7,Action
Uncharted: Drake's Fortune,PlayStation 3,9.1,"Action, Adventure"
Prey Mobile,Wireless,8.9,Shooter
Silent Hill Origins,PlayStation Portable,8,Adventure
LEGO Star Wars: The Complete Saga,Nintendo DS,8,"Action, Compilation"
Crysis,PC,9.4,Shooter
Imagine: Babyz,Nintendo DS,3.5,Action
Super Mario Bros. 3,Wii,9.5,Platformer
OMG 26 -- Our Mini Games,Nintendo DS,5,"Action, Compilation"
Twisted Metal 2,PlayStation Portable,6,"Racing, Action"
Imagine: Master Chef,Nintendo DS,7,Action
Supreme Commander: Forged Alliance ,PC,8.6,Strategy
LEGO Star Wars: The Complete Saga,PlayStation 3,8,"Action, Compilation"
SpongeBob's Atlantis SquarePantis,PlayStation 2,5.1,Action
Spanish for Everyone,Nintendo DS,2,"Educational, Productivity"
Zoo Hospital,Nintendo DS,5.5,Virtual Pet
Call of Duty: Modern Warfare,Wireless,7.5,Action
Hooked! Real Motion Fishing,Wii,2.7,Hunting
LEGO Star Wars: The Complete Saga,Wii,8,"Action, Compilation"
LEGO Star Wars: The Complete Saga,Xbox 360,8,"Action, Compilation"
Art of Fighting,Wii,4.5,Fighting
Nicktoons: Attack of the Toybots,Nintendo DS,7,Action
Sam &amp; Max: Season Two -- Episode #1: Ice Station Santa,PC,8,Adventure
Medal of Honor Heroes 2,Wii,8.4,Shooter
Bladestorm: The Hundred Years' War,Xbox 360,6.5,Strategy
Switchball,Xbox 360,8.4,Puzzle
Art of Fighting,NeoGeo,4.5,Fighting
Gate of Thunder,Wii,8.5,Shooter
Gate of Thunder,TurboGrafx-16,8.5,Shooter
The Simpsons Game,Wii,7,Action
Bladestorm: The Hundred Years' War,PlayStation 3,6.5,Strategy
Medal of Honor Heroes 2,PlayStation Portable,8.4,Shooter
Word Puzzle,Xbox 360,5.5,Puzzle
RACE 07,PC,8.5,Racing
Gears of War,PC,8.7,Shooter
Call of Duty 4: Modern Warfare,Nintendo DS,7.8,Shooter
Aqua Teen Hunger Force Zombie Ninja Pro-Am ,PlayStation 2,5,"Racing, Action"
Mah Jong Quest,Wireless,7.5,Puzzle
Hannah Montana: Music Jam,Nintendo DS,6.8,Music
The Simpsons Game,Nintendo DS,7.7,Action
The Legend of Spyro: The Eternal Night,Wireless,7,Action
Super Collapse 3,Nintendo DS,7.4,Puzzle
Super Mario Galaxy,Wii,9.7,Platformer
Fish Tycoon,Nintendo DS,4,Virtual Pet
The Simpsons Game,PlayStation 2,6.5,Action
Fullmetal Alchemist: Trading Card Game,Nintendo DS,5.5,"Card, Battle"
F.E.A.R. Files,Xbox 360,6.7,Shooter
"Scene It? Lights, Camera, Action",Xbox 360,7,Trivia
Bee Movie Game,Xbox 360,7,Action
Bee Movie Game,PlayStation 2,6.5,Action
Buzz! Junior: Jungle Party,PlayStation 2,7,Party
Mario &amp; Sonic at the Olympic Games,Wii,7.9,"Sports, Compilation"
SpongeBob's Atlantis SquarePantis,Nintendo DS,6,Action
Power Rangers: Super Legends,Nintendo DS,4,Action
Juiced 2: Hot Import Nights,PlayStation 3,6.8,Racing
Dragon Quest Monsters: Joker,Nintendo DS,7.9,RPG
The Bee Game,Nintendo DS,6,Platformer
F.E.A.R. Perseus Mandate,PC,5.9,Shooter
Hellgate: London,PC,6.8,"Action, RPG"
High School Musical: Sing It! (Game &amp; Microphone),Wii,6.6,Music
Call of Duty 4: Modern Warfare,Xbox 360,9.4,Shooter
Call of Duty 4: Modern Warfare ,PC,9.4,Shooter
Ratatouille,Xbox 360,5.5,Action
High School Musical: Sing It! (Game &amp; Microphone),PlayStation 2,6.5,Music
Assassin's Creed,Wireless,8,Action
High School Musical: Sing It! (Game Only Edition),PlayStation 2,6.5,Music
High School Musical: Sing It! (Game Only Edition),Wii,6.6,Music
Call of Duty 4: Modern Warfare,PlayStation 3,9.4,Shooter
Ratatouille,PlayStation 3,5.5,Action
FIFA Soccer 08,Nintendo DS,8.2,Sports
Fire Emblem: Radiant Dawn,Wii,8,"Strategy, RPG"
Need for Speed ProStreet,Wireless,7,Racing
Mutant Storm Empire,Xbox 360,7.7,Action
Bee Movie Game,Nintendo DS,6.9,Action
Smart Girl's Playhouse,Nintendo DS,7,Party
Metal Marines,Super NES,7.5,Strategy
WWE SmackDown vs. Raw 2008,PlayStation 3,7.5,Wrestling
Metal Marines,Wii,7.5,Strategy
"Ed, Edd 'n Eddy: Scam of the Century",Nintendo DS,4,Action
Escape from Paradise City,PC,6,Strategy
WWE SmackDown vs. Raw 2008,Wii,7.5,Wrestling
Looney Tunes: Acme Arsenal,PlayStation 2,5.2,"Action, Adventure"
WWE SmackDown vs. Raw 2008,PlayStation 2,6.8,Wrestling
Looney Tunes: Acme Arsenal,Wii,3,"Action, Adventure"
Looney Tunes: Acme Arsenal,Xbox 360,5.2,"Action, Adventure"
WWE SmackDown vs. Raw 2008,Xbox 360,7.8,Wrestling
WWE SmackDown vs. Raw 2008 ,PlayStation Portable,6.5,Wrestling
SOCOM: U.S. Navy SEALs Tactical Strike,PlayStation Portable,7,"Action, Simulation"
FIFA Soccer 08,Wii,7,Sports
WWE SmackDown vs. Raw 2008,Nintendo DS,7,Wrestling
Dementium: The Ward,Nintendo DS,8,Shooter
Super Action Hero,Wireless,7.5,Action
Castlevania II: Simon's Quest,Wii,7,"Action, Adventure"
Guitar Hero III: Legends of Rock,PlayStation 2,8,Music
Ghouls 'N Ghosts,Wireless,8,Action
Castlevania II: Simon's Quest,NES,7,Platformer
Battalion Wars 2,Wii,8,Action
Disney Princess: Magical Jewels,Nintendo DS,6,Adventure
Front Mission,Nintendo DS,7.8,Strategy
FIFA Soccer 08,PlayStation Portable,8.2,Sports
TimeShift,Xbox 360,7.6,Shooter
Avatar: The Last Airbender -- The Burning Earth,Nintendo DS,6.5,Action
Magician Lord,Wii,6.5,Action
Disgaea: Afternoon of Darkness,PlayStation Portable,9,"Strategy, RPG"
Buzz! The Mega Quiz,PlayStation 2,8,Trivia
Virtua Fighter 5 Online,Xbox 360,9,Fighting
You Are Empty,PC,2.1,Shooter
Magician Lord,NeoGeo,6.5,Action
Viva Pi&ntilde;ata: Party Animals,Xbox 360,5.6,Party
TimeShift,PC,7.6,Shooter
The Sims 2: Castaway,PlayStation Portable,5.9,Simulation
Petz: Wild Animals -- Dolphinz ,Nintendo DS,7.5,Virtual Pet
Manhunt 2,Wii,7.7,Action
Solitaire Overload,Nintendo DS,7.8,Card
Samurai Ghost,Wii,2.5,Action
Crash of the Titans,Wireless,6,Action
The Simpsons Game,Xbox 360,7.7,Action
Guitar Hero III: Legends of Rock,Wii,8.6,Music
John Woo Presents Stranglehold,PlayStation 3,8.1,Action
The Simpsons Game,PlayStation 3,7.7,Action
Spider-Man 3,PlayStation Portable,5.3,Action
Manhunt 2,PlayStation Portable,7.5,Action
Soul Nomad &amp; The World Eaters,PlayStation 2,7.5,Strategy
Exit,Xbox 360,7.6,"Puzzle, Action"
Naruto: Rise of a Ninja,Xbox 360,8.4,Adventure
Manhunt 2,PlayStation 2,7.5,Action
The Witcher,PC,8.5,RPG
Guitar Hero III: Legends of Rock,PlayStation 3,8.9,Music
Guitar Hero III: Legends of Rock,Xbox 360,8.9,Music
Clive Barker's Jericho (Special Edition),Xbox 360,5.6,Shooter
Bratz: Movie Starz,Wii,3.8,Adventure
Tomb Raider Anniversary,Xbox 360,7.6,Adventure
The Cheetah Girls: Pop Star Sensations,Nintendo DS,4.5,Action
Bratz: Movie Starz,PlayStation 2,3.8,Adventure
Crash of the Titans,PlayStation Portable,6.3,Action
Speedball 2: Brutal Deluxe,Xbox 360,5.8,"Sports, Action"
Paws &amp; Claws: Best Friends -- Dogs &amp; Cats ,Nintendo DS,5,Virtual Pet
Growlanser: Heritage of War,PlayStation 2,6,RPG
The Legend of Spyro: The Eternal Night,PlayStation 2,3.5,Platformer
Clive Barker's Jericho,PlayStation 3,5.6,Shooter
Clive Barker's Jericho,PC,5.6,Shooter
Clive Barker's Jericho,Xbox 360,5.6,Shooter
EA Playground,Nintendo DS,7,Party
Battlestar Galactica,Xbox 360,6.9,Action
The Wild West,Nintendo DS,3.5,Action
Bonk 3: Bonk's Big Adventure,TurboGrafx-16,7.5,Platformer
EA Playground,Wii,6.6,Party
Cosmic Family,Wii,5,"Educational, Action"
Betty Boop Double Shift,Nintendo DS,4.5,Action
Juiced 2: Hot Import Nights,Nintendo DS,7,Racing
Bonk 3: Bonk's Big Adventure,Wii,7.5,Platformer
Puppy Luv: Spa and Resort,Nintendo DS,7,Simulation
World Class Baseball,Wii,5.5,Sports
Race Driver: Create &amp; Race,Nintendo DS,8.2,Racing
Lunar Pool,Wii,6,Sports
The Sims 2: Castaway,Wii,7.5,Simulation
Castlevania: The Dracula X Chronicles,PlayStation Portable,8,Action
Lunar Pool,NES,6,Sports
The Sims 2: Castaway,PlayStation 2,7.5,Simulation
Super Collapse 3,PlayStation Portable,7.5,Puzzle
Fury League,PC,6.5,"Action, RPG"
Ratchet &amp; Clank Future: Tools of Destruction ,PlayStation 3,9.4,Action
Tony Hawk's Proving Ground,Wii,4,Sports
Cabela's Trophy Bucks,Xbox 360,5.1,Hunting
Age of Empires III: The Asian Dynasties,PC,8,Strategy
Operation: Vietnam,Nintendo DS,5.5,Action
Kurupoto Cool Cool Stars,Nintendo DS,5.5,Action
Conan,Xbox 360,6.7,Action
The Sims 2: Castaway,Nintendo DS,7,Simulation
Touch Detective 2 1/2,Nintendo DS,6.8,Adventure
Conan,PlayStation 3,6.7,Action
Bleach: Shattered Blade,Wii,6.3,Fighting
Mega Man ZX Advent,Nintendo DS,8,Platformer
Phoenix Wright: Ace Attorney: Trials and Tribulations,Nintendo DS,7.7,Adventure
Cabela's Trophy Bucks,PlayStation 2,5.3,Hunting
Tony Hawk's Proving Ground,PlayStation 2,6.9,Sports
Fishing Master,Wii,5.5,Hunting
MotoGP '07,PlayStation 2,5.5,Racing
Agatha Christie: Evil Under the Sun,PC,6,Adventure
Microsoft Flight Simulator X: Acceleration,PC,8.2,"Flight, Simulation"
Zack &amp; Wiki: Quest for Barbaros' Treasure,Wii,9,Adventure
Ninja JaJaMaru-kun,Wii,5,Action
CSI: Crime Scene Investigation: 3 Dimensions of Murder,PlayStation 2,7,Adventure
Flipper Critters,Nintendo DS,6.5,Pinball
Prism: Light the Way,Nintendo DS,7,"Puzzle, Adventure"
Crayola Treasure Adventures,Nintendo DS,8,Adventure
CSI: Crime Scene Investigation: Hard Evidence ,PC,6.1,Adventure
Master Jin Jin's IQ Challenge,Nintendo DS,2,Educational
CSI: Crime Scene Investigation: Hard Evidence,Xbox 360,6.1,Adventure
Naruto: Clash of Ninja Revolution,Wii,8.4,Fighting
Guilty Gear XX Accent Core,Wii,5.9,Fighting
Super PickUps,PlayStation 2,4.5,Racing
Ace Combat 6 (Game &amp; ACE-EDGE Flightstick),Xbox 360,8.4,"Flight, Action"
Ace Combat 6: Fires of Liberation,Xbox 360,8.4,"Flight, Action"
Backyard Basketball,Nintendo DS,6.5,Sports
Backyard Football,Nintendo DS,1.5,Sports
Juiced 2: Hot Import Nights,PlayStation Portable,6.9,Racing
SWAT: Target Liberty,PlayStation Portable,4.5,Shooter
Backyard Hockey,Nintendo DS,4,Sports
Thrillville: Off the Rails,Nintendo DS,4.5,Simulation
Tony Hawk's Proving Ground,PlayStation 3,7.1,Sports
Nancy Drew: Legend of the Crystal Skull,PC,7.5,Adventure
Thrillville: Off the Rails,Wii,7.8,Simulation
Tony Hawk's Proving Ground,Nintendo DS,8,Sports
Tony Hawk's Proving Ground,Xbox 360,7.1,Sports
Thrillville: Off the Rails,PC,7.9,Simulation
Thrillville: Off the Rails,PlayStation 2,7.8,Simulation
Thrillville: Off the Rails,PlayStation Portable,7.6,Simulation
Mercury Meltdown Revolution,Wii,7.5,"Puzzle, Action"
Crash of the Titans,Xbox 360,6.5,Action
Heroes of Might and Magic V: Tribes of The East,PC,7.9,Strategy
Thrillville: Off the Rails ,Xbox 360,7.9,Simulation
Biker Mice From Mars,Nintendo DS,3,"Racing, Action"
Balls of Fury,Wii,1.2,Sports
The Legend of Spyro: The Eternal Night,Nintendo DS,5.5,Platformer
Crash of the Titans,Wii,6.5,Action
Dewy's Adventure,Wii,6.8,"Action, Adventure"
Crash of the Titans,PlayStation 2,6.5,Action
Every Extend Extra Extreme,Xbox 360,8.5,Shooter
American Popstar: Road to Celebrity,Wireless,9,Simulation
Donkey Kong Barrel Blast,Wii,4.5,"Racing, Action"
Flash Focus: Vision Training in Minutes a Day,Nintendo DS,5.5,Educational
Neverwinter Nights 2: Mask of the Betrayer,PC,8.5,RPG
Ninja Gaiden II: The Dark Sword of Chaos,NES,8.5,Action
Rockstar Games Presents Table Tennis,Wii,7.8,Sports
Loki: Heroes of Mythology,PC,6,"Action, RPG"
Ninja Gaiden II: The Dark Sword of Chaos,Wii,8.5,Action
Shinobi III: Return of the Ninja Master,Wii,8,Action
Puzzle Quest: Challenge of the Warlords,PC,8.6,Puzzle
Math Play,Nintendo DS,3,"Educational, Puzzle"
Holly Hobbie &amp; Friends,Nintendo DS,4,Party
Garfield's Nightmare,Nintendo DS,7,Action
World Series of Poker 2008: Battle for the Bracelets,PlayStation 2,7.9,Card
Omega Squadron: Annihilation 3D,Wireless,7.7,Shooter
Tarr Chronicles,PC,7,Simulation
World Series of Poker 2008: Battle for the Bracelets,Xbox 360,7.9,Card
Turbo Jet Ski 3D ,Wireless,8,Sports
World Series of Poker 2008: Battle for the Bracelets,PlayStation 3,7.9,Card
7 Wonders of the Ancient World,Nintendo DS,6.5,Puzzle
Animal Genius,Nintendo DS,6.5,"Educational, Simulation"
The Eye of Judgment,PlayStation 3,8,"Card, Battle"
Neutopia II,Wii,7.5,"Action, RPG"
Neutopia II,TurboGrafx-16,7.5,Adventure
Heroes: The Mobile Game,Wireless,8,Action
Spider-Man: Friend or Foe,Nintendo DS,4.9,Action
Beautiful Katamari,Xbox 360,7.8,Action
FIFA Soccer 08,PlayStation 2,8.7,Sports
SEGA Rally Revo,PlayStation Portable,7.8,Racing
Everyday Shooter,PlayStation 3,7.9,Shooter
Puzzle Quest: Challenge of the Warlords,Xbox 360,9,Puzzle
Crash of the Titans,Nintendo DS,8,Action
FIFA Soccer 08,PlayStation 3,7.9,Sports
FIFA Soccer 08,Xbox 360,7.9,Sports
Animates,Nintendo DS,2,Action
Petz,Wireless,8.5,Simulation
Looney Tunes: Duck Amuck,Nintendo DS,6,Action
Team Fortress 2,PC,8.9,Shooter
World Heroes,Wii,6,Fighting
SEGA Rally Revo,PlayStation 3,8,Racing
Yu-Gi-Oh! GX Tag Force 2,PlayStation Portable,6,Strategy
Professional Fisherman's Tour: Northern Hemisphere,Nintendo DS,4.5,Hunting
Half-Life 2: Episode Two ,PC,9.4,Shooter
NBA Live 08,PlayStation Portable,7.3,Sports
Portal,PC,8.2,Shooter
The Orange Box,Xbox 360,9.5,Compilation
The Orange Box,PC,9.5,"Compilation, Compilation"
SEGA Rally Revo,Xbox 360,8,Racing
SEGA Rally Revo,PC,8,Racing
NBA Live 08,Wii,4.9,Sports
Nancy Drew: The Deadly Secret of Olde World Park,Nintendo DS,7,Adventure
Hot Wheels: Beat That!,Wii,3.3,Racing
Bleach: The Blade of Fate,Nintendo DS,8.5,Action
Fatal Fury,NeoGeo,7,Fighting
Spider-Man: Friend or Foe,Wii,4.9,Action
Original Frisbee Disc Sports: Ultimate &amp; Golf,Nintendo DS,2,Sports
MLB Power Pros,PlayStation 2,8.4,"Sports, Action"
Hot Wheels: Beat That!,Xbox 360,3.5,Racing
Fatal Fury,Wii,7,Fighting
Hot Wheels: Beat That!,PlayStation 2,3.3,Racing
Project Gotham Racing 4,Xbox 360,8.1,Racing
MLB Power Pros,Wii,8.4,"Sports, Action"
Diner Dash 2,Wireless,8,Action
Balls of Fury,Nintendo DS,6.5,Sports
Spider-Man: Friend or Foe,Xbox 360,4.9,Action
Delta Force,Wireless,7,Action
Spider-Man: Friend or Foe,PlayStation Portable,4.9,Action
Star Wars Battlefront: Renegade Squadron ,PlayStation Portable,7.9,Shooter
Line Rider Mobile,Wireless,8.2,Puzzle
.hack//G.U. Vol.3: Redemption,PlayStation 2,5.5,RPG
Spider-Man: Friend or Foe,PlayStation 2,4.9,Action
Spider-Man: Friend or Foe,PC,4.9,Action
The Chosen-- Well of Souls,PC,4.5,"Action, RPG"
.hack//G.U. Vol. 1: Rebirth,PlayStation 2,5,RPG
NBA 2K8,PlayStation 2,7.5,Sports
.hack//G.U. Vol. 2: Reminisce,PlayStation 2,5.5,RPG
NASCAR 08,PlayStation 2,5.5,Racing
NES Play Action Football,Wii,6,Sports
Go! Sports Ski,PlayStation 3,2.1,Sports
NES Play Action Football,NES,6,Sports
Spelling Challenges and More!,Nintendo DS,1.5,"Educational, Trivia"
NBA Live 08,PlayStation 2,5.5,Sports
Dance Dance Revolution SuperNOVA 2,PlayStation 2,7.3,Music
NBA '08,PlayStation 2,6,Sports
Tetris Splash,Xbox 360,6,Puzzle
Kachinko,Wireless,7,Puzzle
Super Mario Bros.: The Lost Levels,Wii,8.5,Platformer
NBA Live 08,PlayStation 3,6.9,Sports
Are You Smarter Than a 5th Grader?,Wireless,7.5,Trivia
Dragon Blade: Wrath of Fire,Wii,5.6,Action
Hot PXL,PlayStation Portable,4.9,Action
Folklore,PlayStation 3,9,Adventure
NBA Live 08 ,Xbox 360,6.9,Sports
NBA 2K8,Xbox 360,7.9,Sports
Syphon Filter: Logan's Shadow,PlayStation Portable,9.5,Shooter
I Spy: Fun House,Nintendo DS,5,Action
NBA 2K8,PlayStation 3,7.9,Sports
Chibi-Robo: Park Patrol,Nintendo DS,7.8,Action
Enemy Territory: Quake Wars,PC,8.5,Shooter
The Sims Bowling,Wireless,7,Sports
Sin and Punishment: Successor to the Earth,Wii,9,Shooter
CSI: Miami,Wireless,8.5,Strategy
FlatOut: Ultimate Carnage,Xbox 360,8.5,Racing
Anubis II,Wii,2,Adventure
The Sims 2: Bon Voyage,PC,8,Simulation
Final Fantasy Tactics: The War of The Lions,PlayStation Portable,9,"Strategy, RPG"
Brunswick Pro Bowling,Wii,5.5,Sports
The Settlers: Rise of an Empire,PC,6.5,Strategy
Cunning Fox Backgammon,Wireless,6,Board
Company of Heroes: Opposing Fronts,PC,8.8,Strategy
Undercover: Operation Wintersun,PC,6.5,Adventure
Zoey 101: Field Trip Fiasco,Nintendo DS,3.5,Action
Snake Mayhem 2,Wireless,7.5,"Puzzle, Action"
Chameleon,Nintendo DS,5.5,Puzzle
Namco Museum DS,Nintendo DS,7.2,"Action, Compilation"
Go Fish!,Wireless,6.5,Card
Geon: Emotions,Xbox 360,6.8,"Puzzle, Action"
NBA '08 ,PlayStation Portable,8.4,Sports
Kirby's Avalanche,Super NES,7.5,Puzzle
Kirby's Avalanche,Wii,7.5,Puzzle
NBA '08,PlayStation 3,7.5,Sports
LocoRoco Cocoreccho!,PlayStation 3,6,"Puzzle, Action"
Halo 3 (Collector's Edition),Xbox 360,9.5,Shooter
Ducati World Championship,PC,3,Racing
Galactic Assault: Prisoner of Power,PC,6.2,Strategy
Juiced 2: Hot Import Nights,PlayStation 2,6.9,Racing
Reggie Bush Pro Football 2008,Wireless,7.2,Sports
Halo 3 (Legendary Edition),Xbox 360,9.5,Shooter
NHL 2K8,PlayStation 2,6.5,Sports
Blazing Angels 2: Secret Missions of WWII,PC,8,"Flight, Action"
Capone Casino II,Wireless,8,Casino
The Legend of Zelda: Phantom Hourglass,Nintendo DS,9,"Action, Adventure"
Streets of Rage 3,Wii,8,Action
White House Rumble,Wireless,7.5,Action
Legend of Hero Tonma,Wii,6.5,Action
Legend of Hero Tonma,TurboGrafx-16,6.5,Action
The Incredible Machine,Wireless,8,Puzzle
Digimon World: Data Squad,PlayStation 2,3.5,RPG
Halo 3,Xbox 360,9.5,Shooter
Jackass: The Game,PlayStation Portable,6.8,Action
Jackass: The Game,PlayStation 2,6,Action
Castlevania: Order of Shadows,Wireless,6.7,Action
Blazing Angels 2: Secret Missions of WWII ,Xbox 360,8,"Flight, Action"
Pool Party,Wii,2.4,Sports
NHRA: Countdown to the Championship,PlayStation Portable,7,Racing
Juiced 2: Hot Import Nights,Xbox 360,6.8,Racing
Shining in the Darkness,Wii,7,RPG
Jam Sessions,Nintendo DS,8,Music
John Woo Presents Stranglehold,PC,8.1,"Action, Adventure"
Snoopy the Flying Ace,Wireless,7,"Flight, Action"
NHL 2K8,PlayStation 3,8,Sports
Penguin Fever,Wireless,7.3,Puzzle
Super Thunder Blade,Wii,4,"Flight, Action"
Warriors Orochi,Xbox 360,6.3,Action
Classic MiniGolf 3D,Wireless,5,Sports
Warriors Orochi,PlayStation 2,6,Action
Digimon World: Dusk,Nintendo DS,7,RPG
Digimon World: Dawn,Nintendo DS,7,RPG
MySims,Nintendo DS,6.9,Simulation
Yoshi's Story,Wii,6,Platformer
MySims,Wii,7,Simulation
Coded Arms Contagion,PlayStation Portable,5.8,Shooter
FOX Moto GP 3D,Wireless,6.7,Racing
Family Guy: Stewie's Arsenal,Wireless,6,Action
High Stakes on the Vegas Strip: Poker Edition,PlayStation 3,6.5,Card
Adventure Island [1988],Wii,5.5,Platformer
Adventure Island,NES,5.5,Platformer
Sonic Rush Adventure ,Nintendo DS,8,Action
Carnival Games,Wii,6.5,Action
Ghouls 'N Ghosts,Wii,7.5,Action
Ghouls 'N Ghosts,Genesis,7.5,Action
Super Sketcher,Wireless,7.5,None
Guilty Gear XX Accent Core,PlayStation 2,8.5,Fighting
Kengo: Legend of the 9,Xbox 360,3.5,"Fighting, Adventure"
Guild Wars: Eye of the North,PC,7.9,RPG
Sherlock Holmes: The Awakened,PC,8.1,Adventure
Landstalker: The Treasures of King Nole,Genesis,7.5,RPG
Tiger Woods PGA Tour 08,PlayStation Portable,7.5,Sports
Critter Crunch,Wireless,9,None
Eternal Sonata,Xbox 360,8.3,RPG
Syphon Filter: Dark Mirror,PlayStation 2,8,Action
Landstalker: The Treasures of King Nole,Wii,7.5,"Action, RPG"
Combat Mission: Shock Force,PC,5.2,Strategy
Sonic the Hedgehog 2,Xbox 360,7.9,Platformer
High School Musical,Wireless,3,"Music, Action"
MotoGP '07,Wireless,7.5,Racing
PixelJunk Racers,PlayStation 3,5.2,Racing
NHL 2K8,Xbox 360,8.5,Sports
Sonic the Hedgehog 3,Wii,9,Platformer
Worms: Open Warfare 2,PlayStation Portable,8.3,Strategy
Fatal Inertia,Xbox 360,6,"Racing, Action"
Skate,Wireless,8,Sports
Two Worlds ,PC,7.3,RPG
Pirate Poppers,Wireless,5.5,Action
The Settlers,Nintendo DS,4,Strategy
NHL 08,PlayStation 3,8.6,Sports
NHL 08,Xbox 360,8.9,Sports
Drawn to Life,Nintendo DS,7.9,Platformer
Medieval II: Total War Kingdoms,PC,8.4,Strategy
Tiger Woods PGA Tour 08,PlayStation 2,6.7,Sports
1 vs. 100,Wireless,7.5,Trivia
Neutopia,TurboGrafx-16,7.5,Adventure
SingStar '80s,PlayStation 2,7.5,Music
SingStar Amped,PlayStation 2,7.5,Music
Two Worlds,Xbox 360,6.8,RPG
Neutopia,Wii,7.5,"Action, Adventure"
Skate,Xbox 360,9,Sports
Rise of the Lost Empires,Wireless,8.5,Strategy
World in Conflict,PC,9.3,Strategy
Metropolismania 2,PlayStation 2,2.1,Simulation
Skate,PlayStation 3,8.8,Sports
Cyberball 2072,Xbox 360,5,"Sports, Action"
Gravity Blast,Wireless,7,Action
Super Monkey Ball Tip 'n Tilt,Wireless,6.5,"Puzzle, Action"
Dead Head Fred,PlayStation Portable,8.3,Action
Donkey Kong Jr. Math,Wii,3,"Educational, Action"
Donkey Kong Jr. Math,NES,3,"Educational, Action"
Dirt ,PlayStation 3,8.4,Racing
Fatal Fury Special,Xbox 360,6.7,Fighting
Pony Friends,Nintendo DS,7,Virtual Pet
Coinundrum,Wireless,7,Puzzle
Pandemonium,Wireless,6,Platformer
Stuntman: Ignition,Wireless,6.5,"Racing, Action"
Medal of Honor: Airborne,PC,7.9,Shooter
Vegas Casino,Nintendo DS,2,Casino
Breath of Fire II,Wii,8,RPG
Breath of Fire II,Super NES,8,RPG
Medal of Honor: Airborne,Xbox 360,7.9,Shooter
Dungeons &amp; Dragons Tactics,PlayStation Portable,6.5,RPG
Naruto: Uzumaki Chronicles 2,PlayStation 2,5,Action
Stuntman: Ignition,Xbox 360,7.1,"Racing, Action"
Tekken 5: Dark Resurrection Online,PlayStation 3,7,Fighting
Stuntman: Ignition,PlayStation 2,7,"Racing, Action"
MotoGP '07,Xbox 360,7.7,Racing
Worms: Open Warfare 2,Nintendo DS,8.7,Strategy
Dynasty Warriors: Gundam,PlayStation 3,6.8,Action
Stuntman: Ignition,PlayStation 3,7.1,"Racing, Action"
John Woo Presents Stranglehold,Xbox 360,8.1,"Action, Adventure"
Dynasty Warriors: Gundam,Xbox 360,6.8,Action
DK Jungle Climber,Nintendo DS,8,Action
Streets of Rage 2,Xbox 360,7.3,Action
Super Puzzle Fighter II Turbo HD Remix,PlayStation 3,8.5,Puzzle
Lair ,PlayStation 3,4.9,Action
Dragoneer's Aria,PlayStation Portable,5.5,RPG
Super Puzzle Fighter II Turbo HD Remix,Xbox 360,8.5,Puzzle
Wild ARMs 5,PlayStation 2,7.3,RPG
Tiger Woods PGA Tour 08,Wii,7.1,Sports
Tiger Woods PGA Tour 08,Nintendo DS,8.3,Sports
Turn It Around!,Nintendo DS,3,"Puzzle, Action"
Super C,Wii,7.5,Action
Space Giraffe,Xbox 360,4.7,Shooter
Monster Hunter Freedom 2,PlayStation Portable,8.3,Action
Warhawk,PlayStation 3,8.8,"Flight, Action"
Tiger Woods PGA Tour 08,Xbox 360,8.5,Sports
Guitar Legend: Get On Stage,Wireless,7.5,Music
Medal of Honor: Airborne,Wireless,7.9,Shooter
Tiger Woods PGA Tour 08,PlayStation 3,8.5,Sports
Street Trace: NYC,Xbox 360,5,Racing
Instinct,PC,1.7,Shooter
Tom Clancy's Ghost Recon Advanced Warfighter 2,PlayStation Portable,6,Shooter
Dead Reefs,PC,4,Adventure
Metroid Prime 3: Corruption,Wii,9.5,"Action, Adventure"
Heavenly Sword,PlayStation 3,7,Action
Naruto: Ultimate Ninja Heroes,PlayStation Portable,7.7,Fighting
Tom Clancy's Ghost Recon Advanced Warfighter 2,PlayStation 3,8.3,Shooter
Madden NFL 08,Wireless,8,Sports
Bratz Ponyz,Nintendo DS,6,Virtual Pet
LEGO Star Wars II: The Original Trilogy ,Wireless,6.5,"Action, Adventure"
Wave Blazer,Wireless,6.5,Racing
Brain Age 2: More Training in Minutes a Day,Nintendo DS,8,"Educational, Puzzle"
NCAA Football 08,Wireless,7,Sports
Super Metroid,Wii,9.5,"Action, Adventure"
BioShock,PC,9.7,Shooter
BioShock (Limited Edition),PC,9.7,Shooter
